title,desc
教科書,"教科書（きょうかしょ、textbook ; schoolbook）
"
教室,"教室（きょうしつ）は、教育を行う部屋である。多くは学校の中の授業用の部屋である。教場（きょうじょう）ともいう[1]。
"
兄弟,人間において兄弟（きょうだい）とは、本人から見て傍系2親等の男性のことを指す。
ギョウチュウ,ギョウチュウ（蟯虫、英語: Pinworm、学名：Oxyuridae）とは、線形動物門双腺綱旋尾線虫亜綱蟯虫目蟯虫科に属するものの多細胞生物の総称であり、動物に寄生する寄生虫である。特にヒトに主に寄生する ヒト蟯虫 Enterobius vermicularis を言うことが多いものの、馬蟯虫 Oxyuris equi 、ネズミ蟯虫 Syphacia muris、ネズミ盲腸蟯虫 Syphacia obvelata、Aspiculuris tetraptera なども存在する。なお、蟯虫と表記することもある。
餃子,餃子（ギョウザ、ギョーザ、拼音: jiǎozi）とは、小麦粉を原料とした皮で、肉、エビ、野菜などで作った具を包み、茹でたり、焼くなどした食べ物である。調理の方法によって、水（茹で）餃子、焼き餃子、蒸し餃子、揚げ餃子などと呼ばれる。
魚介類,魚介類（ぎょかいるい）、魚介（ぎょかい）は、水産動物の総称。鯨などの哺乳類も含む。
曲,曲（きょく）
玉露,玉露（ぎょくろ）とは、日本茶の一種。製造法上の分類としては煎茶の一種であるが、栽培方法に特徴がある。茶でテアニンは根で生成され、幹を経由して葉に蓄えられる。テアニンに日光があたるとカテキンに変化する。すなわち、玉露の原料となる茶葉は、収穫の前（最低二週間程度）日光を遮る被覆を施される。これにより、煎茶の旨味の原因とされるテアニンなどのアミノ酸が増加し、逆に渋みの原因とされるカテキン類（いわゆるタンニン）が減少する[2]。また、被覆により特徴的な香り（覆い香）が生ずる。このような栽培方法は碾茶と同様であるが、すでに安土桃山時代に行われていたとの記録がある。
漁港,"漁港（ぎょこう、英語：fishing port）は、漁業の根拠地となる港である[1]。
"
巨人,巨人（きょじん）
漁船,漁船（ぎょせん）とは一般に、漁業に用いられる船舶である。漁法やその目的とする漁場によりその船の大きさや構造は大きく異なる。
魚雷,"魚雷（ぎょらい）は、魚形水雷の略称であり、弾頭にエンジンと高速スクリューを組み合わせ、水中を航行し、目標とした艦船などを爆発によって破壊することを目的とした兵器である。魚雷は艦船の喫水下の部分を破壊するため多大の浸水を与え、行動力を奪う。魚雷を用いて攻撃することを雷撃、魚雷攻撃を浴びることを被雷と呼ぶ。
"
霧,霧（きり）とは、水蒸気を含んだ大気の温度が何らかの理由で下がり露点温度に達した際に、含まれていた水蒸気が小さな水粒となって空中に浮かんだ状態。
キリ,"キリ（桐、学名: Paulownia tomentosa）は、シソ目のキリ科 Paulowniaceae。以前はゴマノハグサ科に分類していた（あるいはノウゼンカズラ科）。キリ属の落葉広葉樹。漢語の別名として白桐、泡桐、榮。
"
株,生物の分野で株（かぶ）と言えば、二通りある。一つは、植物において、束になった姿のことを指す。もう一つは、微生物やそれに類する培養によって維持されるものの、同一系統のものを表す言葉である。
切創,"切創（せっそう、cut, incised wound）とは、ガラスや刃物など鋭い器物による体表の創傷で、切り傷のことを指す医学用語である。
"
キリギリス,キリギリス（螽蟖、螽斯、蛬）は、
キリン,"キリン(Giraffa camelopardalis)は、哺乳綱偶蹄目（鯨偶蹄目とする説もあり）キリン科キリン属に分類される偶蹄類。
"
切り花,"切り花（きりばな、切花とも表記）は、咲き始めやつぼみの状態にある植物の花を、枝・茎または葉をつけて切り取りったもの。姿を整えて水を張った花器（花瓶など）に挿し、玄関や居室に飾り、あるいは仏壇や墓前に供えられる。またはそのために用いられる花のことである。生花（せいか・しょうか・なまか・なまばな・いけばな）ということもあり、仏壇や墓地に供える花のことを仏花（ぶっか）ということもある。
"
銀,"銀（ぎん、英: silver、羅: argentum）は原子番号47の元素。元素記号は Ag。貴金属の一種。
"
金貨,金貨（きんか）とは、金を素材として作られた貨幣。銀貨・銅貨とともに、古くから世界各地で流通した。
銀貨,銀貨（ぎんか）とは、銀を素材として作られた貨幣をいう。古来、金貨・銅貨とともに世界各地で流通した。
銀河,"銀河（ぎんが、英: galaxy）は、恒星やコンパクト星、ガス状の星間物質や宇宙塵、そして重要な働きをするが正体が詳しく分かっていない暗黒物質（ダークマター）などが重力によって拘束された巨大な天体である[1][2]。英語「galaxy」は、ギリシア語でミルクを意味する「gála、γᾰ́λᾰ」から派生した「galaxias、γαλαξίας」を語源とする。英語で天の川を指す「Milky Way」はラテン語「Via Lactea」の翻訳借用であるが、このラテン語もギリシア語の「galaxías kýklos、γαλαξίας κύκλος」から来ている。
"
キンギョ,"キンギョ（金魚、学名: Carassius auratus auratus）は、フナの突然変異を人為的に選択し、観賞用に交配を重ねた結果生まれた観賞魚。飼育が容易であるため、観賞魚として世界中で親しまれている。
"
銀行,"銀行（ぎんこう、英: bank）とは、概ね、預金の受入れと資金の貸出し（融資）を併せて行う業者として、各国において「銀行」として規制に服する金融機関を指すが、その範囲は国によって大きく異なる。為替取引を行うことができ、銀行券の発行を行うこともある。広義には、中央銀行、特殊銀行などの政策金融機関、預貯金取扱金融機関などの総称である。
"
